,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
17273,"anderson,_jennifer_l.:1","Anderson, Jennifer L.",,,female,5,female,5,female,5,0,0,0,,,
17274,"rohrer,_james_russell:0","Rohrer, James Russell",,,male,1,male,1,male,1,0,0,0,,,
17275,"patkus,_ronald_dennis:0","Patkus, Ronald Dennis",,,male,1,male,1,male,1,0,0,0,,,
17276,"charlip,_julie_a.:0","Charlip, Julie A.",,,female,5,female,5,female,5,0,0,0,,,
17277,"hatke,_george:0","Hatke, George",,,male,1,mostly_male,2,male,1,1,0,1,,,
17278,"jorae,_wendy_rouse:0","Jorae, Wendy Rouse",,,female,5,female,5,female,5,0,0,0,,,
17279,"lindig,_carmen_meriwether:0","Lindig, Carmen Meriwether",,,female,5,mostly_female,4,female,5,1,0,1,,,
17280,"roemer,_nils_holger:0","Roemer, Nils Holger",,,male,1,andy,3,male,1,2,0,2,,,
17281,"oberly,_james_warren:0","Oberly, James Warren",,,male,1,male,1,male,1,0,0,0,,,
17282,"jimenez_y_west,_christopher_d.:0","Jimenez Y West, Christopher D.",,,male,1,male,1,male,1,0,0,0,,,
17283,"sindelar,_nancy_wendt:0","Sindelar, Nancy Wendt",,,female,5,female,5,female,5,0,0,0,,,
17284,"loomis,_erik:0","Loomis, Erik",,,male,1,male,1,male,1,0,0,0,,,
17285,"green,_alexa_harcourt:0","Green, Alexa Harcourt",,,female,5,female,5,female,5,0,0,0,,,
17286,"lindell,_terrence_jon:0","Lindell, Terrence Jon",,,male,1,male,1,male,1,0,0,0,,,
17287,"machtinger,_barbara:0","Machtinger, Barbara",,,female,5,female,5,female,5,0,0,0,,,
17288,"finger,_simon:0","Finger, Simon",,,male,1,male,1,male,1,0,0,0,,,
17289,"eberle,_scott_gerald:0","Eberle, Scott Gerald",,,male,1,male,1,male,1,0,0,0,,,
17290,"morris,_michael_wayne:1","Morris, Michael Wayne",,,male,1,male,1,male,1,0,0,0,,,
17291,"mckillen,_elizabeth:0","Mckillen, Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
17292,"kosmin,_paul_joseph:0","Kosmin, Paul Joseph",,,male,1,male,1,male,1,0,0,0,,,
17293,"hamlin,_christopher_stone:0","Hamlin, Christopher Stone",,,male,1,male,1,male,1,0,0,0,,,
17294,"mathes,_valerie_sherer:0","Mathes, Valerie Sherer",,,female,5,female,5,female,5,0,0,0,,,
17295,"whittemore,_barry_thomas:0","Whittemore, Barry Thomas",,,male,1,male,1,male,1,0,0,0,,,
17296,"spero,_laura_keenan:0","Spero, Laura Keenan",,,female,5,female,5,female,5,0,0,0,,,
17297,"wilcox,_robert_wilton:0","Wilcox, Robert Wilton",,,male,1,male,1,male,1,0,0,0,,,
17298,"brunson,_patrick:0","Brunson, Patrick",,,male,1,male,1,male,1,0,0,0,,,
17299,"zitser,_ernest_alexander:0","Zitser, Ernest Alexander",,,male,1,male,1,male,1,0,0,0,,,
17300,"gaztambide,_antonio:0","Gaztambide, Antonio",,,male,1,male,1,male,1,0,0,0,,,
17301,"mckenna,_rebecca_tinio:0","Mckenna, Rebecca Tinio",,,female,5,female,5,female,5,0,0,0,,,
17302,"engle,_stephen_douglas:0","Engle, Stephen Douglas",,,male,1,male,1,male,1,0,0,0,,,
17303,"ritholz,_robert_e._a._p.:0","Ritholz, Robert E. A. P.",,,male,1,male,1,male,1,0,0,0,,,
17304,"cooke,_kathy_jane:0","Cooke, Kathy Jane",,,female,5,female,5,female,5,0,0,0,,,
17305,"anderson,_robert_thomas:0","Anderson, Robert Thomas",,,male,1,male,1,male,1,0,0,0,,,
17306,"balfanz,_robert_wayne:0","Balfanz, Robert Wayne",,,male,1,male,1,male,1,0,0,0,,,
17307,"rosenberg,_jonathan_seth:0","Rosenberg, Jonathan Seth",,,male,1,male,1,male,1,0,0,0,,,
17308,"kavey,_allison_b.:0","Kavey, Allison B.",,,female,5,female,5,female,5,0,0,0,,,
17309,"looker,_benjamin_mark:0","Looker, Benjamin Mark",,,male,1,male,1,male,1,0,0,0,,,
17310,"engram,_ann_toms:0","Engram, Ann Toms",,,female,5,female,5,female,5,0,0,0,,,
17311,"eastberg,_jodi_rhea_bartley:0","Eastberg, Jodi Rhea Bartley",,,female,5,female,5,female,5,0,0,0,,,
17312,"goodman,_howard_lazar:0","Goodman, Howard Lazar",,,male,1,male,1,male,1,0,0,0,,,
17313,"el_cheikh-saliba,_nadia_maria:0","El Cheikh Saliba, Nadia Maria",,,female,5,female,5,female,5,0,0,0,,,
17314,"easton,_karen_m.:0","Easton, Karen M.",,,female,5,female,5,female,5,0,0,0,,,
17315,"clark,_paul_coe,_jr.:0","Clark, Paul Coe, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17316,"salazar,_jorge_mario:0","Salazar, Jorge Mario",,,male,1,andy,3,male,1,2,0,2,,,
17317,"riess,_charles_andrew:0","Riess, Charles Andrew",,,male,1,male,1,male,1,0,0,0,,,
17318,"mirabal,_nancy_raquel:0","Mirabal, Nancy Raquel",,,female,5,female,5,female,5,0,0,0,,,
17320,"salas,_elizabeth:0","Salas, Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
17321,"hummel,_michael_dennis:0","Hummel, Michael Dennis",,,male,1,male,1,male,1,0,0,0,,,
17322,"madden,_kirsten_kara:0","Madden, Kirsten Kara",,,female,5,female,5,female,5,0,0,0,,,
17323,"hamer,_alice_joyce:0","Hamer, Alice Joyce",,,female,5,female,5,female,5,0,0,0,,,
17324,"schneidhorst,_amy_c.:0","Schneidhorst, Amy C.",,,female,5,female,5,female,5,0,0,0,,,
17325,"ross,_david_frederick:0","Ross, David Frederick",,,male,1,male,1,male,1,0,0,0,,,
17326,"steinhoff,_anthony_james:0","Steinhoff, Anthony James",,,male,1,male,1,male,1,0,0,0,,,
17327,"jones-francis,_valerie_anne:0","Jones Francis, Valerie Anne",,,female,5,female,5,female,5,0,0,0,,,
17328,"stolee,_margaret_kay:0","Stolee, Margaret Kay",,,female,5,female,5,female,5,0,0,0,,,
17329,"buller,_kevin_ross:0","Buller, Kevin Ross",,,male,1,male,1,male,1,0,0,0,,,
17330,"lessmeister,_irene_v.:0","Lessmeister, Irene V.",,,female,5,female,5,female,5,0,0,0,,,
17331,"stern,_peter_alan:0","Stern, Peter Alan",,,male,1,male,1,male,1,0,0,0,,,
17332,"sanders,_claire_ann:0","Sanders, Claire Ann",,,female,5,female,5,female,5,0,0,0,,,
17333,"kurtz,_angela_astoria:0","Kurtz, Angela Astoria",,,female,5,female,5,female,5,0,0,0,,,
17334,"bloechl,_olivia_ashley:0","Bloechl, Olivia Ashley",,,female,5,female,5,female,5,0,0,0,,,
17335,"schatzberg,_eric_m.:0","Schatzberg, Eric M.",,,male,1,male,1,male,1,0,0,0,,,
17336,"bedford,_joseph_anthony:0","Bedford, Joseph Anthony",,,male,1,male,1,male,1,0,0,0,,,
17337,"bernhardsson,_magnus_thorkell:0","Bernhardsson, Magnus Thorkell",,,male,1,andy,3,male,1,2,0,2,,,
17338,"birkner,_michael_john:0","Birkner, Michael John",,,male,1,male,1,male,1,0,0,0,,,
17339,"sasges,_gerard_henry:0","Sasges, Gerard Henry",,,male,1,andy,3,male,1,2,0,2,,,
17341,"cox,_dwayne_davis:0","Cox, Dwayne Davis",,,male,1,male,1,male,1,0,0,0,,,
17342,"ort,_thomas:0","Ort, Thomas",,,male,1,male,1,male,1,0,0,0,,,
17343,"lambert,_thomas_austin:0","Lambert, Thomas Austin",,,male,1,male,1,male,1,0,0,0,,,
17344,"steinwedel,_charles_robert:0","Steinwedel, Charles Robert",,,male,1,male,1,male,1,0,0,0,,,
17345,"toth,_helena:0","Toth, Helena",,,female,5,andy,3,female,5,2,0,2,,,
17346,"rousseau,_julie_m.:0","Rousseau, Julie M.",,,female,5,female,5,female,5,0,0,0,,,
17347,"martinson,_theresa_marie_hi'ilei:0","Martinson, Theresa Marie Hi'ilei",,,female,5,female,5,female,5,0,0,0,,,
17348,"melton,_carol_kingsland_willcox:0","Melton, Carol Kingsland Willcox",,,female,5,mostly_female,4,female,5,1,0,1,,,
17349,"jones,_rhonda_d.:0","Jones, Rhonda D.",,,female,5,female,5,female,5,0,0,0,,,
17350,"meuwese,_marcus_p.:0","Meuwese, Marcus P.",,,male,1,male,1,male,1,0,0,0,,,
17351,"lewis,_michael_lawrence:0","Lewis, Michael Lawrence",,,male,1,male,1,male,1,0,0,0,,,
17352,"contreras,_carlos_alberto:0","Contreras, Carlos Alberto",,,male,1,male,1,male,1,0,0,0,,,
17353,"mayle,_paul_david:0","Mayle, Paul David",,,male,1,male,1,male,1,0,0,0,,,
17354,"murrell,_amy_elizabeth:0","Murrell, Amy Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
17355,"jones,_michael_eugene:0","Jones, Michael Eugene",,,male,1,male,1,male,1,0,0,0,,,
17356,"larsen,_jeffrey_arthur:0","Larsen, Jeffrey Arthur",,,male,1,male,1,male,1,0,0,0,,,
17357,"boston,_michael_b.:0","Boston, Michael B.",,,male,1,male,1,male,1,0,0,0,,,
17358,"kittelstrom,_amy:0","Kittelstrom, Amy",,,female,5,female,5,female,5,0,0,0,,,
17360,"fischer,_bernd_jurgen:0","Fischer, Bernd Jurgen",,,male,1,andy,3,male,1,2,0,2,,,
17361,"tomko,_linda_johnston:0","Tomko, Linda Johnston",,,female,5,female,5,female,5,0,0,0,,,
17362,"saba,_carolyn_ann_christenson:0","Saba, Carolyn Ann Christenson",,,female,5,female,5,female,5,0,0,0,,,
17363,"reed,_eric_steven:0","Reed, Eric Steven",,,male,1,male,1,male,1,0,0,0,,,
17364,"smith,_robert_john:0","Smith, Robert John",,,male,1,male,1,male,1,0,0,0,,,
17365,"ochs,_stephen_joseph:0","Ochs, Stephen Joseph",,,male,1,male,1,male,1,0,0,0,,,
17366,"lewis,_mollie:0","Lewis, Mollie",,,female,5,female,5,female,5,0,0,0,,,
17367,"anzilotti,_cara:0","Anzilotti, Cara",,,female,5,female,5,female,5,0,0,0,,,
17368,"mcgowan,_brian_m.:0","Mcgowan, Brian M.",,,male,1,male,1,male,1,0,0,0,,,
17369,"walker,_gerald:0","Walker, Gerald",,,male,1,male,1,male,1,0,0,0,,,
17370,"steinmetz,_charles_e.,_jr.:0","Steinmetz, Charles E., Jr.",,,male,1,male,1,male,1,0,0,0,,,
17371,"olegario,_rowena:0","Olegario, Rowena",,,female,5,female,5,female,5,0,0,0,,,
17372,"van_ingen,_linda:0","Van Ingen, Linda",,,female,5,female,5,female,5,0,0,0,,,
17373,"cheatham,_marcus:0","Cheatham, Marcus",,,male,1,male,1,male,1,0,0,0,,,
17374,"bartlett,_thomas_carl:0","Bartlett, Thomas Carl",,,male,1,male,1,male,1,0,0,0,,,
17375,"sprows,_kathleen_anne:0","Sprows, Kathleen Anne",,,female,5,female,5,female,5,0,0,0,,,
17376,"bowling,_lawson_hamilton,_iii:0","Bowling, Lawson Hamilton, Iii",,,male,1,male,1,male,1,0,0,0,,,
17377,"mathias,_christine_joy:0","Mathias, Christine Joy",,,female,5,female,5,female,5,0,0,0,,,
17378,"brown,_philip_carlton:0","Brown, Philip Carlton",,,male,1,male,1,male,1,0,0,0,,,
17379,"lohne,_raymond_a.:0","Lohne, Raymond A.",,,male,1,male,1,male,1,0,0,0,,,
17380,"pilato,_denise_e.:0","Pilato, Denise E.",,,female,5,female,5,female,5,0,0,0,,,
17381,"young,_harvey_leroy:0","Young, Harvey Leroy",,,male,1,male,1,male,1,0,0,0,,,
17382,"al-rabe,_ahmad_abdulla:0","Al Rabe, Ahmad Abdulla",,,male,1,andy,3,male,1,2,0,2,,,
17383,"slavishak,_edward_steven:0","Slavishak, Edward Steven",,,male,1,male,1,male,1,0,0,0,,,
17385,"guglielmo,_jennifer_mary:0","Guglielmo, Jennifer Mary",,,female,5,female,5,female,5,0,0,0,,,
17386,"freymann,_john_m.:0","Freymann, John M.",,,male,1,male,1,male,1,0,0,0,,,
17387,"jones,_jimmy_wayne,_jr.:0","Jones, Jimmy Wayne, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17388,"hamin,_mark_thomas:0","Hamin, Mark Thomas",,,male,1,male,1,male,1,0,0,0,,,
17389,"isa,_omar_ahmad:0","Isa, Omar Ahmad",,,male,1,andy,3,male,1,2,0,2,,,
17390,"ouimet,_matthew_joseph:0","Ouimet, Matthew Joseph",,,male,1,male,1,male,1,0,0,0,,,
17391,"pappas,_jeffrey_peter:0","Pappas, Jeffrey Peter",,,male,1,male,1,male,1,0,0,0,,,
17392,"o'donnell,_brian:0","O'donnell, Brian",,,male,1,male,1,male,1,0,0,0,,,
17393,"schock,_marya:0","Schock, Marya",,,female,5,andy,3,female,5,2,0,2,,,
17394,"hill,_fiona:0","Hill, Fiona",,,female,5,andy,3,female,5,2,0,2,,,
17395,"caffrey,_margaret_mary:0","Caffrey, Margaret Mary",,,female,5,female,5,female,5,0,0,0,,,
17396,"katzoff,_beth_sara:0","Katzoff, Beth Sara",,,female,5,female,5,female,5,0,0,0,,,
17397,"arguelles,_maria_del_pilar:0","Arguelles, Maria Del Pilar",,,female,5,female,5,female,5,0,0,0,,,
17398,"bohna,_montgomery_lee:0","Bohna, Montgomery Lee",,,male,1,male,1,male,1,0,0,0,,,
17399,"patterson,_patrick_hyder:0","Patterson, Patrick Hyder",,,male,1,male,1,male,1,0,0,0,,,
17400,"catania,_roger_p.:0","Catania, Roger P.",,,male,1,male,1,male,1,0,0,0,,,
17402,"jennings,_thomas_steven:0","Jennings, Thomas Steven",,,male,1,male,1,male,1,0,0,0,,,
17403,"freeze,_gary_richard:0","Freeze, Gary Richard",,,male,1,male,1,male,1,0,0,0,,,
17404,"malkiel,_david_joshua:0","Malkiel, David Joshua",,,male,1,male,1,male,1,0,0,0,,,
17405,"weidenmier,_marc_d.:0","Weidenmier, Marc D.",,,male,1,male,1,male,1,0,0,0,,,
17406,"rykowski,_thomas_jon:0","Rykowski, Thomas Jon",,,male,1,male,1,male,1,0,0,0,,,
17407,"kanlidere,_ahmet:0","Kanlidere, Ahmet",,,male,1,andy,3,male,1,2,0,2,,,
17408,"carpenter,_walter_duane:0","Carpenter, Walter Duane",,,male,1,male,1,male,1,0,0,0,,,
17409,"froh,_george_riley:0","Froh, George Riley",,,male,1,mostly_male,2,male,1,1,0,1,,,
17410,"machin,_bryan_w.:0","Machin, Bryan W.",,,male,1,male,1,male,1,0,0,0,,,
17411,"roberts,_jason_a.:0","Roberts, Jason A.",,,male,1,male,1,male,1,0,0,0,,,
17412,"roberts,_jason_a.:1","Roberts, Jason A.",,,male,1,male,1,male,1,0,0,0,,,
17413,"orth,_john_victor:0","Orth, John Victor",,,male,1,male,1,male,1,0,0,0,,,
17414,"ledbetter,_john_howard:0","Ledbetter, John Howard",,,male,1,male,1,male,1,0,0,0,,,
17415,"bjorklund,_nancy_claire:0","Bjorklund, Nancy Claire",,,female,5,female,5,female,5,0,0,0,,,
17416,"gewirtz,_isaac_meir:0","Gewirtz, Isaac Meir",,,male,1,male,1,male,1,0,0,0,,,
17417,"hockenos,_matthew_david:0","Hockenos, Matthew David",,,male,1,male,1,male,1,0,0,0,,,
17418,"jurkovic,_lynne_dunn:0","Jurkovic, Lynne Dunn",,,female,5,female,5,female,5,0,0,0,,,
17419,"gower,_patricia_ellen:0","Gower, Patricia Ellen",,,female,5,female,5,female,5,0,0,0,,,
17420,"feinstein,_joshua_isaac:0","Feinstein, Joshua Isaac",,,male,1,male,1,male,1,0,0,0,,,
17421,"pubols,_helen_louise:0","Pubols, Helen Louise",,,female,5,female,5,female,5,0,0,0,,,
17422,"westermann-cicio,_mary_louise:0","Westermann Cicio, Mary Louise",,,female,5,mostly_female,4,female,5,1,0,1,,,
17423,"connolly,_serena_dawn:0","Connolly, Serena Dawn",,,female,5,female,5,female,5,0,0,0,,,
17424,"jolly,_kenneth_stuart:0","Jolly, Kenneth Stuart",,,male,1,male,1,male,1,0,0,0,,,
17425,"baran,_emily_b.:0","Baran, Emily B.",,,female,5,female,5,female,5,0,0,0,,,
17427,"fratt,_steven_douglas:0","Fratt, Steven Douglas",,,male,1,male,1,male,1,0,0,0,,,
17428,"wilheit,_mary_catherine:0","Wilheit, Mary Catherine",,,female,5,mostly_female,4,female,5,1,0,1,,,
17429,"martin,_patricia_summerlin:0","Martin, Patricia Summerlin",,,female,5,female,5,female,5,0,0,0,,,
17430,"mcgarry,_molly_k.:0","Mcgarry, Molly K.",,,female,5,female,5,female,5,0,0,0,,,
17431,"gee,_john_laurence:0","Gee, John Laurence",,,male,1,male,1,male,1,0,0,0,,,
17432,"lemmond,_jon_gary:0","Lemmond, Jon Gary",,,male,1,male,1,male,1,0,0,0,,,
17433,"mulligan,_maureen_kay_harley:0","Mulligan, Maureen Kay Harley",,,female,5,female,5,female,5,0,0,0,,,
17434,"ehlers,_robert_s.,_jr.:0","Ehlers, Robert S., Jr.",,,male,1,male,1,male,1,0,0,0,,,
17435,"romero,_robert_chao:0","Romero, Robert Chao",,,male,1,male,1,male,1,0,0,0,,,
17436,"torres-rouff,_david_s.:0","Torres Rouff, David S.",,,male,1,male,1,male,1,0,0,0,,,
17437,"menning,_carol_bresnahan:0","Menning, Carol Bresnahan",,,female,5,mostly_female,4,female,5,1,0,1,,,
17438,"murphy,_mary:1","Murphy, Mary",,,female,5,mostly_female,4,female,5,1,0,1,,,
17439,"bashara,_charles_gregory_nicholas:0","Bashara, Charles Gregory Nicholas",,,male,1,male,1,male,1,0,0,0,,,
17440,"robles-ortiz,_claudio:0","Robles Ortiz, Claudio",,,male,1,andy,3,male,1,2,0,2,,,
17441,"shearer-shineman,_anne_r.:0","Shearer Shineman, Anne R.",,,female,5,female,5,female,5,0,0,0,,,
17442,"burns,_joshua_ezra:0","Burns, Joshua Ezra",,,male,1,male,1,male,1,0,0,0,,,
17443,"workman,_andrew_anthony:0","Workman, Andrew Anthony",,,male,1,male,1,male,1,0,0,0,,,
17444,"de_asua,_miguel_j._c.:0","De Asua, Miguel J. C.",,,male,1,male,1,male,1,0,0,0,,,
17445,"gelb,_michael_joseph:0","Gelb, Michael Joseph",,,male,1,male,1,male,1,0,0,0,,,
17446,"karlsgodt,_elizabeth_campbell:0","Karlsgodt, Elizabeth Campbell",,,female,5,female,5,female,5,0,0,0,,,
17447,"duggan,_william_rogers:0","Duggan, William Rogers",,,male,1,male,1,male,1,0,0,0,,,
17448,"saghy,_marianne:0","Saghy, Marianne",,,female,5,female,5,female,5,0,0,0,,,
17449,"neather,_andrew_edward:0","Neather, Andrew Edward",,,male,1,male,1,male,1,0,0,0,,,
17450,"roiphe,_rebecca:0","Roiphe, Rebecca",,,female,5,female,5,female,5,0,0,0,,,
17451,"tamez,_margo:0","Tamez, Margo",,,female,5,female,5,female,5,0,0,0,,,
17452,"dobe,_timothy_stephen:0","Dobe, Timothy Stephen",,,male,1,male,1,male,1,0,0,0,,,
17453,"rappel,_joel:0","Rappel, Joel",,,male,1,male,1,male,1,0,0,0,,,
17454,"finkelstein,_lori_beth:0","Finkelstein, Lori Beth",,,female,5,female,5,female,5,0,0,0,,,
17455,"ray,_louis:0","Ray, Louis",,,male,1,male,1,male,1,0,0,0,,,
17456,"dorn,_michael_leverett:0","Dorn, Michael Leverett",,,male,1,male,1,male,1,0,0,0,,,
17457,"maurey,_joseph:0","Maurey, Joseph",,,male,1,male,1,male,1,0,0,0,,,
17458,"derogatis,_amy:0","Derogatis, Amy",,,female,5,female,5,female,5,0,0,0,,,
17459,"barge,_walter_shepherd,_sr.:0","Barge, Walter Shepherd, Sr.",,,male,1,male,1,male,1,0,0,0,,,
17460,"forster,_marc_richard:0","Forster, Marc Richard",,,male,1,male,1,male,1,0,0,0,,,
17461,"kerans,_david:0","Kerans, David",,,male,1,male,1,male,1,0,0,0,,,
17462,"maxey,_trent_elliott:0","Maxey, Trent Elliott",,,male,1,male,1,male,1,0,0,0,,,
17463,"reilly,_daniel_joseph:0","Reilly, Daniel Joseph",,,male,1,male,1,male,1,0,0,0,,,
17464,"converse,_allan_d.:0","Converse, Allan D.",,,male,1,male,1,male,1,0,0,0,,,
17465,"hall,_stephen_gilroy:0","Hall, Stephen Gilroy",,,male,1,male,1,male,1,0,0,0,,,
17466,"sparks,_edith_eleanor:0","Sparks, Edith Eleanor",,,female,5,female,5,female,5,0,0,0,,,
17467,"charleroy,_margaret_lynn:0","Charleroy, Margaret Lynn",,,female,5,female,5,female,5,0,0,0,,,
17468,"cupolo,_marco:0","Cupolo, Marco",,,male,1,andy,3,male,1,2,0,2,,,
17469,"mead,_rebecca_joyce:0","Mead, Rebecca Joyce",,,female,5,female,5,female,5,0,0,0,,,
17470,"haims,_lynne_faye:0","Haims, Lynne Faye",,,female,5,female,5,female,5,0,0,0,,,
17471,"kachun,_mitchell_alan:0","Kachun, Mitchell Alan",,,male,1,male,1,male,1,0,0,0,,,
17472,"bin_salamon,_ahmad_s.:0","Bin Salamon, Ahmad S.",,,male,1,andy,3,male,1,2,0,2,,,
17473,"herd,_alexander_w._g.:0","Herd, Alexander W. G.",,,male,1,male,1,male,1,0,0,0,,,
17474,"charnley,_jeffrey_gordon:0","Charnley, Jeffrey Gordon",,,male,1,male,1,male,1,0,0,0,,,
17475,"attie,_caroline_camille:0","Attie, Caroline Camille",,,female,5,female,5,female,5,0,0,0,,,
17476,"harris,_steven_james:0","Harris, Steven James",,,male,1,male,1,male,1,0,0,0,,,
17477,"robinson,_todd_ephraim:0","Robinson, Todd Ephraim",,,male,1,male,1,male,1,0,0,0,,,
17478,"roney,_jessica_choppin:0","Roney, Jessica Choppin",,,female,5,female,5,female,5,0,0,0,,,
17479,"kropp,_phoebe_schroeder:0","Kropp, Phoebe Schroeder",,,female,5,female,5,female,5,0,0,0,,,
17480,"douville,_bruce_michael:0","Douville, Bruce Michael",,,male,1,male,1,male,1,0,0,0,,,
17481,"sturchio,_jeffrey_louis:0","Sturchio, Jeffrey Louis",,,male,1,male,1,male,1,0,0,0,,,
17482,"leverich,_jeffrey_w.:0","Leverich, Jeffrey W.",,,male,1,male,1,male,1,0,0,0,,,
17483,"barry,_william_dunne:0","Barry, William Dunne",,,male,1,male,1,male,1,0,0,0,,,
17484,"bober,_robert_alexander:0","Bober, Robert Alexander",,,male,1,male,1,male,1,0,0,0,,,
17485,"carpenter,_joann_deakin:0","Carpenter, Joann Deakin",,,female,5,female,5,female,5,0,0,0,,,
17486,"tabit,_michelle_m.:0","Tabit, Michelle M.",,,female,5,female,5,female,5,0,0,0,,,
17487,"bello-ogunu,_john_okegbe:0","Bello Ogunu, John Okegbe",,,male,1,male,1,male,1,0,0,0,,,
17488,"poletti,_peter_joseph,_jr.:0","Poletti, Peter Joseph, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17489,"israel,_george_lawrence:0","Israel, George Lawrence",,,male,1,mostly_male,2,male,1,1,0,1,,,
17490,"wagner,_maria_luise:0","Wagner, Maria Luise",,,female,5,female,5,female,5,0,0,0,,,
17491,"borgerding,_todd_michael:0","Borgerding, Todd Michael",,,male,1,male,1,male,1,0,0,0,,,
17492,"skallerup,_thomas_mark:0","Skallerup, Thomas Mark",,,male,1,male,1,male,1,0,0,0,,,
17493,"brown,_cynthia_farr:0","Brown, Cynthia Farr",,,female,5,female,5,female,5,0,0,0,,,
17494,"price,_jennifer_jaye:0","Price, Jennifer Jaye",,,female,5,female,5,female,5,0,0,0,,,
17495,"zucconi,_laura_m.:0","Zucconi, Laura M.",,,female,5,female,5,female,5,0,0,0,,,
17496,"green,_james_naylor:0","Green, James Naylor",,,male,1,male,1,male,1,0,0,0,,,
17497,"risch,_william_jay:0","Risch, William Jay",,,male,1,male,1,male,1,0,0,0,,,
17498,"robertson,_nancy_marie:0","Robertson, Nancy Marie",,,female,5,female,5,female,5,0,0,0,,,
17499,"trumbull,_eric_winship:0","Trumbull, Eric Winship",,,male,1,male,1,male,1,0,0,0,,,
17500,"woods,_thomas_allan:0","Woods, Thomas Allan",,,male,1,male,1,male,1,0,0,0,,,
17501,"gonzalez-mendoza,_juan_r.:0","Gonzalez Mendoza, Juan R.",,,male,1,male,1,male,1,0,0,0,,,
17502,"goss,_katherine_louise:0","Goss, Katherine Louise",,,female,5,female,5,female,5,0,0,0,,,
17503,"pascucci,_robert_russell:0","Pascucci, Robert Russell",,,male,1,male,1,male,1,0,0,0,,,
17504,"geoghegan,_jeffrey_charles:0","Geoghegan, Jeffrey Charles",,,male,1,male,1,male,1,0,0,0,,,
17505,"hollingsworth,_charles_henry,_jr.:0","Hollingsworth, Charles Henry, Jr.",,,male,1,male,1,male,1,0,0,0,,,
17506,"belko,_william_stephen:0","Belko, William Stephen",,,male,1,male,1,male,1,0,0,0,,,
17507,"hunter,_brooke:0","Hunter, Brooke",,,female,5,female,5,female,5,0,0,0,,,
17508,"carlson,_gordon_william:0","Carlson, Gordon William",,,male,1,male,1,male,1,0,0,0,,,
17509,"coats,_stephen_dennis:0","Coats, Stephen Dennis",,,male,1,male,1,male,1,0,0,0,,,
17510,"chapman,_david_lane:0","Chapman, David Lane",,,male,1,male,1,male,1,0,0,0,,,
17511,"kiper,_richard_leslie:0","Kiper, Richard Leslie",,,male,1,male,1,male,1,0,0,0,,,
17512,"thomas,_karen_kruse:0","Thomas, Karen Kruse",,,female,5,female,5,female,5,0,0,0,,,
17513,"wayne,_tiffany_kay:0","Wayne, Tiffany Kay",,,female,5,female,5,female,5,0,0,0,,,
17514,"ysursa,_john_m.:0","Ysursa, John M.",,,male,1,male,1,male,1,0,0,0,,,
17515,"pichichero,_christy_lauren:0","Pichichero, Christy Lauren",,,female,5,female,5,female,5,0,0,0,,,
17516,"bernabe,_rafael_alberto:0","Bernabe, Rafael Alberto",,,male,1,andy,3,male,1,2,0,2,,,
17517,"efford,_alison_clark:0","Efford, Alison Clark",,,female,5,female,5,female,5,0,0,0,,,
17518,"leeman,_william_paul:0","Leeman, William Paul",,,male,1,male,1,male,1,0,0,0,,,
17519,"lindsley,_syd_saramalia:0","Lindsley, Syd Saramalia",,,male,1,male,1,male,1,0,0,0,,,
17520,"blum,_christopher_olaf:0","Blum, Christopher Olaf",,,male,1,male,1,male,1,0,0,0,,,
17521,"mcconville,_brendan_j.:0","Mcconville, Brendan J.",,,male,1,male,1,male,1,0,0,0,,,
17522,"lyons,_john_francis:0","Lyons, John Francis",,,male,1,male,1,male,1,0,0,0,,,
17523,"fadely,_james_philip:0","Fadely, James Philip",,,male,1,male,1,male,1,0,0,0,,,
17524,"khokhar,_mariam:0","Khokhar, Mariam",,,female,5,andy,3,female,5,2,0,2,,,
17525,"ward,_michael_k.:0","Ward, Michael K.",,,male,1,male,1,male,1,0,0,0,,,
17526,"hill,_arthur_cyrus:0","Hill, Arthur Cyrus",,,male,1,male,1,male,1,0,0,0,,,
17527,"sullivan,_joseph_patrick:1","Sullivan, Joseph Patrick",,,male,1,male,1,male,1,0,0,0,,,
17528,"gleason,_maud_worcester:0","Gleason, Maud Worcester",,,female,5,andy,3,female,5,2,0,2,,,
17529,"hay,_david_lowell:0","Hay, David Lowell",,,male,1,male,1,male,1,0,0,0,,,
17530,"wood,_alice_landru:0","Wood, Alice Landru",,,female,5,female,5,female,5,0,0,0,,,
17531,"kenefick,_mary_louise:0","Kenefick, Mary Louise",,,female,5,mostly_female,4,female,5,1,0,1,,,
17532,"wills,_gregory_alan:0","Wills, Gregory Alan",,,male,1,male,1,male,1,0,0,0,,,
17533,"jones,_david_robert:0","Jones, David Robert",,,male,1,male,1,male,1,0,0,0,,,
17534,"hunt,_sylvia_oates:0","Hunt, Sylvia Oates",,,female,5,female,5,female,5,0,0,0,,,
