,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
6831,"freed,_libbie_j.:0","Freed, Libbie J.",,,female,5,unknown,3,unknown,3,2,2,0,,,
6892,"simon,_reeva_spector:0","Simon, Reeva Spector",,,female,5,unknown,3,unknown,3,2,2,0,,,
6925,"muttalib,_jang_aisjah:0","Muttalib, Jang Aisjah",,,male,1,andy,3,andy,3,2,2,0,,,
7044,"han,_min_wha:0","Han, Min Wha",,,female,5,andy,3,andy,3,2,2,0,,,
7215,"king,_leslie_a.:0","King, Leslie A.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
7330,"harris,_robin_o.:0","Harris, Robin O.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
7615,"moore,_robin_dale:0","Moore, Robin Dale",,,female,5,mostly_female,4,andy,3,1,2,1,,,
7723,"jeppson,_patrice_l.:0","Jeppson, Patrice L.",,,female,5,female,5,andy,3,0,2,2,,,
7794,"mathur,_nameeta:0","Mathur, Nameeta",,,female,5,unknown,3,unknown,3,2,2,0,,,
7900,"truax,_jean_a.:0","Truax, Jean A.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
7963,"rigelhaupt,_jess_m.:0","Rigelhaupt, Jess M.",,,female,5,male,1,andy,3,4,2,2,,,
8081,"long,_tulley:0","Long, Tulley",,,male,1,unknown,3,unknown,3,2,2,0,,,
8096,"choo,_jessey_jiun-chyi:0","Choo, Jessey Jiun Chyi",,,male,1,unknown,3,unknown,3,2,2,0,,,
8245,"gill,_sadiq_ali:0","Gill, Sadiq Ali",,,male,1,unknown,3,unknown,3,2,2,0,,,
8288,"lalonde,_francois:0","Lalonde, Francois",,,male,1,unknown,3,unknown,3,2,2,0,,,
8330,"mason,_addis_xyomara:0","Mason, Addis Xyomara",,,female,5,unknown,3,unknown,3,2,2,0,,,
8430,"salerno,_reynolds_mathewson:0","Salerno, Reynolds Mathewson",,,male,1,unknown,3,unknown,3,2,2,0,,,
8438,"dickey,_laurence_winant,_iii:0","Dickey, Laurence Winant, Iii",,,male,1,male,1,andy,3,0,2,2,,,
8513,"van_orden,_danell_lee:0","Van Orden, Danell Lee",,,female,5,unknown,3,unknown,3,2,2,0,,,
8562,"nathans,_eli:0","Nathans, Eli",,,male,1,male,1,andy,3,0,2,2,,,
8568,"allred,_lenna_hodnett:0","Allred, Lenna Hodnett",,,female,5,unknown,3,unknown,3,2,2,0,,,
8737,"einhorn,_robin_leigh:0","Einhorn, Robin Leigh",,,female,5,mostly_female,4,andy,3,1,2,1,,,
8760,"conner,_robin_s.:0","Conner, Robin S.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
8846,"reill,_dominique_kirchner:0","Reill, Dominique Kirchner",,,female,5,andy,3,andy,3,2,2,0,,,
8924,"robinson,_patrice:0","Robinson, Patrice",,,female,5,female,5,andy,3,0,2,2,,,
8945,"larsen,_robin_axtell:0","Larsen, Robin Axtell",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9007,"igmen,_ali_f.:0","Igmen, Ali F.",,,female,5,mostly_male,2,andy,3,3,2,1,,,
9018,"schamiloglu,_uli:0","Schamiloglu, Uli",,,male,1,andy,3,andy,3,2,2,0,,,
9049,"marlowe,_lon_devere,_iii:0","Marlowe, Lon Devere, Iii",,,male,1,male,1,andy,3,0,2,2,,,
9136,"dunlavy,_jean:0","Dunlavy, Jean",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9210,"seaton,_jean_robarts:0","Seaton, Jean Robarts",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9419,"kim,_jean_ju:0","Kim, Jean Ju",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9436,"montes,_jean:0","Montes, Jean",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9440,"wilkins,_jean_marr:0","Wilkins, Jean Marr",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9495,"peirce,_leslie_penn:0","Peirce, Leslie Penn",,,female,5,mostly_female,4,andy,3,1,2,1,,,
9542,"sua,_lou_saunders:0","Sua, Lou Saunders",,,male,1,andy,3,andy,3,2,2,0,,,
9639,"bendeck,_whitney_talley:0","Bendeck, Whitney Talley",,,female,5,mostly_male,2,andy,3,3,2,1,,,
9703,"garciadiego_dantan,_javier:0","Garciadiego Dantan, Javier",,,male,1,andy,3,andy,3,2,2,0,,,
9774,"hernandez_berrones,_jethro:0","Hernandez Berrones, Jethro",,,male,1,unknown,3,unknown,3,2,2,0,,,
9788,"janicek,_ricki_shults:0","Janicek, Ricki Shults",,,female,5,male,1,andy,3,4,2,2,,,
9795,"amoafo,_sampson:0","Amoafo, Sampson",,,male,1,unknown,3,unknown,3,2,2,0,,,
10189,"furstenberg,_francois_drey:0","Furstenberg, Francois Drey",,,male,1,unknown,3,unknown,3,2,2,0,,,
10199,"keller,_tait_s.:0","Keller, Tait S.",,,male,1,unknown,3,unknown,3,2,2,0,,,
10728,"benya,_frazier:0","Benya, Frazier",,,male,1,unknown,3,unknown,3,2,2,0,,,
10811,"yost,_robinson_mclaughry:0","Yost, Robinson Mclaughry",,,male,1,unknown,3,unknown,3,2,2,0,,,
10997,"liedel,_leslie_le:0","Liedel, Leslie Le",,,female,5,mostly_female,4,andy,3,1,2,1,,,
10998,"lal,_maneesha:0","Lal, Maneesha",,,female,5,unknown,3,unknown,3,2,2,0,,,
11098,"satya,_laxman_dass:0","Satya, Laxman Dass",,,male,1,unknown,3,unknown,3,2,2,0,,,
11187,"natarajan,_ashok:0","Natarajan, Ashok",,,male,1,andy,3,andy,3,2,2,0,,,
11194,"baukol,_bard_cosgrove:0","Baukol, Bard Cosgrove",,,male,1,unknown,3,unknown,3,2,2,0,,,
11209,"stacey,_robin_chapman:0","Stacey, Robin Chapman",,,female,5,mostly_female,4,andy,3,1,2,1,,,
11223,"lang,_ariella:0","Lang, Ariella",,,female,5,unknown,3,unknown,3,2,2,0,,,
11438,"pensado,_jaime:0","Pensado, Jaime",,,male,1,andy,3,andy,3,2,2,0,,,
11460,"swann,_leslie_m.:0","Swann, Leslie M.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
11610,"hendricks,_jean_lichty:0","Hendricks, Jean Lichty",,,female,5,mostly_female,4,andy,3,1,2,1,,,
11645,"xu,_shi:0","Xu, Shi",,,male,1,andy,3,andy,3,2,2,0,,,
11650,"wolfe,_allis:0","Wolfe, Allis",,,female,5,unknown,3,unknown,3,2,2,0,,,
11733,"tremmel,_red_vaughan:0","Tremmel, Red Vaughan",,,male,1,andy,3,andy,3,2,2,0,,,
11781,"knoblauch,_jess:0","Knoblauch, Jess",,,female,5,male,1,andy,3,4,2,2,,,
11835,"underhill,_robin_whyte:0","Underhill, Robin Whyte",,,female,5,mostly_female,4,andy,3,1,2,1,,,
11975,"wellerstein,_alex:0","Wellerstein, Alex",,,male,1,mostly_male,2,andy,3,1,2,1,,,
12173,"sood,_gagan_d.s.:0","Sood, Gagan D.s.",,,male,1,unknown,3,unknown,3,2,2,0,,,
12191,"hirayama,_hina:0","Hirayama, Hina",,,female,5,unknown,3,unknown,3,2,2,0,,,
12219,"blaetz,_robin_j.:0","Blaetz, Robin J.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
12364,"nichols-geerdes,_sasha:0","Nichols Geerdes, Sasha",,,female,5,female,5,andy,3,0,2,2,,,
12372,"zito,_alex_m.:0","Zito, Alex M.",,,male,1,mostly_male,2,andy,3,1,2,1,,,
12426,"borucki,_alex:0","Borucki, Alex",,,male,1,mostly_male,2,andy,3,1,2,1,,,
12692,"hemenway,_robin_lee_elizabeth:0","Hemenway, Robin Lee Elizabeth",,,female,5,mostly_female,4,andy,3,1,2,1,,,
12743,"pursley,_sasha_d.:0","Pursley, Sasha D.",,,female,5,female,5,andy,3,0,2,2,,,
12771,"robinson,_robin_e.:0","Robinson, Robin E.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
13044,"lozier,_jean-francois:0","Lozier, Jean Francois",,,male,1,mostly_female,4,andy,3,3,2,1,,,
13144,"marvin,_laurence_w.:0","Marvin, Laurence W.",,,male,1,male,1,andy,3,0,2,2,,,
13197,"toure,_abu_jaraad:0","Toure, Abu Jaraad",,,male,1,unknown,3,unknown,3,2,2,0,,,
13254,"tong,_benson:0","Tong, Benson",,,male,1,unknown,3,unknown,3,2,2,0,,,
13374,"wimberly,_fayette_darcell:0","Wimberly, Fayette Darcell",,,female,5,unknown,3,unknown,3,2,2,0,,,
13448,"winter,_prescott_bowman:0","Winter, Prescott Bowman",,,male,1,unknown,3,unknown,3,2,2,0,,,
13480,"bregent-heald,_dominique:0","Bregent Heald, Dominique",,,female,5,andy,3,andy,3,2,2,0,,,
13587,"brekke,_linzy_a.:0","Brekke, Linzy A.",,,female,5,unknown,3,unknown,3,2,2,0,,,
13604,"dominguez,_jaime:0","Dominguez, Jaime",,,male,1,andy,3,andy,3,2,2,0,,,
13911,"al-fayad,_saud_fayad_m.:0","Al Fayad, Saud Fayad M.",,,male,1,unknown,3,unknown,3,2,2,0,,,
14022,"ownby,_carolan_postma:0","Ownby, Carolan Postma",,,female,5,unknown,3,unknown,3,2,2,0,,,
14047,"silvertooth,_aubrey_r.,_jr.:0","Silvertooth, Aubrey R., Jr.",,,female,5,andy,3,andy,3,2,2,0,,,
14151,"ratzlaff,_aleen_j.:0","Ratzlaff, Aleen J.",,,female,5,unknown,3,unknown,3,2,2,0,,,
14264,"parker,_kunal_madhukar:0","Parker, Kunal Madhukar",,,male,1,unknown,3,unknown,3,2,2,0,,,
14291,"russo,_jean_burrell:0","Russo, Jean Burrell",,,female,5,mostly_female,4,andy,3,1,2,1,,,
14346,"bisha,_robin_m.:0","Bisha, Robin M.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
14477,"kumar,_prakash:0","Kumar, Prakash",,,male,1,andy,3,andy,3,2,2,0,,,
14581,"murthy,_viren:0","Murthy, Viren",,,female,5,unknown,3,unknown,3,2,2,0,,,
14586,"raia,_courtenay_grean:0","Raia, Courtenay Grean",,,female,5,andy,3,andy,3,2,2,0,,,
14663,"dhavan,_purnima:0","Dhavan, Purnima",,,female,5,unknown,3,unknown,3,2,2,0,,,
14781,"prasad,_ritika:0","Prasad, Ritika",,,female,5,unknown,3,unknown,3,2,2,0,,,
14888,"izek,_hersch:0","Izek, Hersch",,,male,1,unknown,3,unknown,3,2,2,0,,,
14927,"ortquist-ahrens,_leslie:0","Ortquist Ahrens, Leslie",,,female,5,mostly_female,4,andy,3,1,2,1,,,
14974,"jayawardane,_sri_suddha:0","Jayawardane, Sri Suddha",,,male,1,andy,3,andy,3,2,2,0,,,
15071,"oldham,_kalil_t._swain:0","Oldham, Kalil T. Swain",,,male,1,unknown,3,unknown,3,2,2,0,,,
15074,"couchman,_glennis_m.:0","Couchman, Glennis M.",,,female,5,unknown,3,unknown,3,2,2,0,,,
15133,"schrag,_norm:0","Schrag, Norm",,,male,1,unknown,3,unknown,3,2,2,0,,,
15159,"furnas,_glen_tomlin:0","Furnas, Glen Tomlin",,,female,5,male,1,andy,3,4,2,2,,,
15214,"lee,_jean_butenhoff:0","Lee, Jean Butenhoff",,,female,5,mostly_female,4,andy,3,1,2,1,,,
15281,"pande,_ishita:0","Pande, Ishita",,,female,5,unknown,3,unknown,3,2,2,0,,,
15285,"weiss,_paige_lindgren:0","Weiss, Paige Lindgren",,,female,5,andy,3,andy,3,2,2,0,,,
15316,"kalia,_ravi:0","Kalia, Ravi",,,male,1,andy,3,andy,3,2,2,0,,,
15322,"hussain,_ali_j.:0","Hussain, Ali J.",,,female,5,mostly_male,2,andy,3,3,2,1,,,
15759,"lindenmeyer,_kriste_a.:0","Lindenmeyer, Kriste A.",,,female,5,unknown,3,unknown,3,2,2,0,,,
15962,"gendzel,_glen:0","Gendzel, Glen",,,female,5,male,1,andy,3,4,2,2,,,
15993,"mwendwa,_suki_kaloo_kathuka:0","Mwendwa, Suki Kaloo Kathuka",,,female,5,unknown,3,unknown,3,2,2,0,,,
16114,"kim,_ki_soon:0","Kim, Ki Soon",,,female,5,andy,3,andy,3,2,2,0,,,
16287,"northrup,_ric:0","Northrup, Ric",,,male,1,unknown,3,unknown,3,2,2,0,,,
16290,"meglin,_joellen_a.:0","Meglin, Joellen A.",,,female,5,unknown,3,unknown,3,2,2,0,,,
16353,"stuntz,_jean_a.:0","Stuntz, Jean A.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
16378,"prakash,_gyan:0","Prakash, Gyan",,,male,1,unknown,3,unknown,3,2,2,0,,,
16641,"rubchak,_marian_jean:0","Rubchak, Marian Jean",,,female,5,female,5,andy,3,0,2,2,,,
16686,"jahan,_mehraj:0","Jahan, Mehraj",,,male,1,unknown,3,unknown,3,2,2,0,,,
16834,"parsons,_jotham_wood:0","Parsons, Jotham Wood",,,male,1,unknown,3,unknown,3,2,2,0,,,
16917,"bell,_barret:0","Bell, Barret",,,male,1,unknown,3,unknown,3,2,2,0,,,
17052,"deshpande,_prachi:0","Deshpande, Prachi",,,female,5,unknown,3,unknown,3,2,2,0,,,
17340,"smithers,_leslie:0","Smithers, Leslie",,,female,5,mostly_female,4,andy,3,1,2,1,,,
17359,"auerback,_micah_l.:0","Auerback, Micah L.",,,male,1,mostly_male,2,andy,3,1,2,1,,,
17401,"underwood,_aubrey_n.:0","Underwood, Aubrey N.",,,female,5,andy,3,andy,3,2,2,0,,,
17586,"sachs,_honor_r.:0","Sachs, Honor R.",,,female,5,andy,3,andy,3,2,2,0,,,
17654,"matrician,_marian_f.:0","Matrician, Marian F.",,,female,5,female,5,andy,3,0,2,2,,,
17656,"azam,_hina:0","Azam, Hina",,,female,5,unknown,3,unknown,3,2,2,0,,,
17667,"frank,_leslie:0","Frank, Leslie",,,female,5,mostly_female,4,andy,3,1,2,1,,,
17804,"wilder,_robin_gibbs:0","Wilder, Robin Gibbs",,,female,5,mostly_female,4,andy,3,1,2,1,,,
17898,"hasnat,_baban:0","Hasnat, Baban",,,male,1,unknown,3,unknown,3,2,2,0,,,
17917,"winnie,_laurence_hutchinson:0","Winnie, Laurence Hutchinson",,,male,1,male,1,andy,3,0,2,2,,,
17966,"paik,_jina:0","Paik, Jina",,,female,5,unknown,3,unknown,3,2,2,0,,,
18048,"dauverd,_celine:0","Dauverd, Celine",,,female,5,unknown,3,unknown,3,2,2,0,,,
18085,"chapman,_herrick_eaton:0","Chapman, Herrick Eaton",,,male,1,unknown,3,unknown,3,2,2,0,,,
18178,"wallace,_robin_knowles:0","Wallace, Robin Knowles",,,female,5,mostly_female,4,andy,3,1,2,1,,,
18222,"yoder,_joella_gerstmeyer:0","Yoder, Joella Gerstmeyer",,,female,5,unknown,3,unknown,3,2,2,0,,,
18224,"whalen,_doretta_lonnett:0","Whalen, Doretta Lonnett",,,female,5,unknown,3,unknown,3,2,2,0,,,
18312,"richards,_yevette:0","Richards, Yevette",,,female,5,unknown,3,unknown,3,2,2,0,,,
18315,"pawling,_micah_abell:0","Pawling, Micah Abell",,,male,1,mostly_male,2,andy,3,1,2,1,,,
18339,"padurano,_dominique:0","Padurano, Dominique",,,female,5,andy,3,andy,3,2,2,0,,,
18428,"sager,_robin_c.:0","Sager, Robin C.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
18465,"kietlinski,_robin:0","Kietlinski, Robin",,,female,5,mostly_female,4,andy,3,1,2,1,,,
18554,"hill-kennedy,_toni_y.:0","Hill Kennedy, Toni Y.",,,female,5,female,5,andy,3,0,2,2,,,
18662,"bowden,_robin_l.:0","Bowden, Robin L.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
18810,"ozveren,_yasar_eyup:0","Ozveren, Yasar Eyup",,,male,1,unknown,3,unknown,3,2,2,0,,,
18917,"anooshahr,_ali:0","Anooshahr, Ali",,,female,5,mostly_male,2,andy,3,3,2,1,,,
19014,"yeates,_marian:0","Yeates, Marian",,,female,5,female,5,andy,3,0,2,2,,,
19127,"parsa,_ali:0","Parsa, Ali",,,female,5,mostly_male,2,andy,3,3,2,1,,,
19149,"miller,_eben_simmons:0","Miller, Eben Simmons",,,male,1,unknown,3,unknown,3,2,2,0,,,
19237,"clifford,_winslow_williams:0","Clifford, Winslow Williams",,,male,1,unknown,3,unknown,3,2,2,0,,,
19385,"figueroa,_javier:0","Figueroa, Javier",,,male,1,andy,3,andy,3,2,2,0,,,
19417,"spaar,_sherill_lynn:0","Spaar, Sherill Lynn",,,female,5,unknown,3,unknown,3,2,2,0,,,
19449,"paquette,_jean:0","Paquette, Jean",,,female,5,mostly_female,4,andy,3,1,2,1,,,
19488,"blaufarb,_rafe:0","Blaufarb, Rafe",,,male,1,unknown,3,unknown,3,2,2,0,,,
19662,"williams,_lou_falkner:0","Williams, Lou Falkner",,,male,1,andy,3,andy,3,2,2,0,,,
19800,"paris,_leslie_m.:0","Paris, Leslie M.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
20120,"madsen-brooks,_leslie:0","Madsen Brooks, Leslie",,,female,5,mostly_female,4,andy,3,1,2,1,,,
20201,"sarathy,_brinda:0","Sarathy, Brinda",,,female,5,unknown,3,unknown,3,2,2,0,,,
20255,"wilson,_leslie_e.:0","Wilson, Leslie E.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
20440,"stafford,_hanford_dozier:0","Stafford, Hanford Dozier",,,male,1,unknown,3,unknown,3,2,2,0,,,
20457,"freedberg,_jean:0","Freedberg, Jean",,,female,5,mostly_female,4,andy,3,1,2,1,,,
20725,"boulouque,_clemence:0","Boulouque, Clemence",,,female,5,unknown,3,unknown,3,2,2,0,,,
20838,"tarrant,_sasha_ranae_adams:0","Tarrant, Sasha Ranae Adams",,,female,5,female,5,andy,3,0,2,2,,,
20853,"schulte,_terrianne_k.:0","Schulte, Terrianne K.",,,female,5,unknown,3,unknown,3,2,2,0,,,
20885,"gauri,_varun:0","Gauri, Varun",,,male,1,unknown,3,unknown,3,2,2,0,,,
20938,"miner,_case:0","Miner, Case",,,male,1,unknown,3,unknown,3,2,2,0,,,
21089,"meltzer,_paige_l.:0","Meltzer, Paige L.",,,female,5,andy,3,andy,3,2,2,0,,,
21249,"holder,_jean_s.:0","Holder, Jean S.",,,female,5,mostly_female,4,andy,3,1,2,1,,,
21326,"pianko,_noam_f.:0","Pianko, Noam F.",,,male,1,andy,3,andy,3,2,2,0,,,
21492,"shore,_laurence:0","Shore, Laurence",,,male,1,male,1,andy,3,0,2,2,,,
48,"leavelle,_tracy_neal:0","Leavelle, Tracy Neal",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
89,"kim,_bonnie:0","Kim, Bonnie",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
102,"close,_stacey_kevin:0","Close, Stacey Kevin",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
134,"schalkwijk,_jan_marten_w.:0","Schalkwijk, Jan Marten W.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
212,"ninh,_kim_ngoc_bao:0","Ninh, Kim Ngoc Bao",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
395,"gokee,_cameron_d.:0","Gokee, Cameron D.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
468,"tatum,_lynn_wayne:0","Tatum, Lynn Wayne",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
475,"jaffe,_tracey_lynn:0","Jaffe, Tracey Lynn",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
479,"macsorley,_ray_hodgson:0","Macsorley, Ray Hodgson",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
531,"tullis,_tracy:0","Tullis, Tracy",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
566,"robinson-oturu,_gail_m.:0","Robinson Oturu, Gail M.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
576,"lynn-sherow,_bonnie:0","Lynn Sherow, Bonnie",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
651,"zampogna-krug,_ashley:0","Zampogna Krug, Ashley",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
808,"lester,_connie_lee:0","Lester, Connie Lee",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
871,"dumenil,_lynn:0","Dumenil, Lynn",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
933,"murray,_shawn_sabrina:0","Murray, Shawn Sabrina",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1054,"jefferies,_daryl_foy:0","Jefferies, Daryl Foy",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1133,"lessens,_kelly_j._sisson:0","Lessens, Kelly J. Sisson",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1154,"vaporis,_constantine_nomikos:0","Vaporis, Constantine Nomikos",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1179,"hawkins,_lynn_mcclary:0","Hawkins, Lynn Mcclary",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1185,"ofman,_kay_walters:0","Ofman, Kay Walters",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1192,"jones,_stacy_l.:0","Jones, Stacy L.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1279,"nigro,_augustine:0","Nigro, Augustine",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1326,"houston,_kelly_e.:0","Houston, Kelly E.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1397,"mouritsen,_dale_c.:0","Mouritsen, Dale C.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1409,"scholl,_jan_fleener:0","Scholl, Jan Fleener",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1478,"brady,_tracy_lynn:0","Brady, Tracy Lynn",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1483,"jacks,_kim:0","Jacks, Kim",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1601,"brinck-johnsen,_kim:1","Brinck Johnsen, Kim",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1662,"heier,_jan_richard:0","Heier, Jan Richard",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1672,"hershatter,_gail_brook:0","Hershatter, Gail Brook",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1679,"hester,_torrie:0","Hester, Torrie",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1769,"hollander,_taylor:0","Hollander, Taylor",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1905,"collins,_billie_jean:0","Collins, Billie Jean",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1949,"mcdermott,_stacy_pratt:0","Mcdermott, Stacy Pratt",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
1955,"matthews,_marty_dale:0","Matthews, Marty Dale",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
1974,"churchill,_lindsey_blake:0","Churchill, Lindsey Blake",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2001,"marafiote,_tracy:0","Marafiote, Tracy",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2002,"fogg,_shannon_lee:0","Fogg, Shannon Lee",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2015,"smout,_kary_d.:0","Smout, Kary D.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2087,"thompson,_tracey_lynn:0","Thompson, Tracey Lynn",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2159,"kilman,_gail_apperson:0","Kilman, Gail Apperson",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2185,"ellis,_blake_a.:0","Ellis, Blake A.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
2267,"salter,_kay_hutchins:0","Salter, Kay Hutchins",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2336,"blalock,_kay_j.:0","Blalock, Kay J.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2491,"thompson,_jan_gregory:0","Thompson, Jan Gregory",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2562,"sorenson,_dale_rich:0","Sorenson, Dale Rich",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
2671,"peterson,_jody_lee:0","Peterson, Jody Lee",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2828,"helmbrecht-wilson,_stacy:0","Helmbrecht Wilson, Stacy",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2869,"garrett,_valery:0","Garrett, Valery",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
2937,"mendez,_jesus:0","Mendez, Jesus",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
2981,"strang,_cameron_b.:0","Strang, Cameron B.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
3067,"johnson,_dale_walden:0","Johnson, Dale Walden",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
3106,"bristol-kagan,_leigh:0","Bristol Kagan, Leigh",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3245,"morrow,_kelly:0","Morrow, Kelly",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3359,"risk,_shannon_m.:0","Risk, Shannon M.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3484,"fisher-ogden,_daryl_joan:0","Fisher Ogden, Daryl Joan",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
3515,"bardsley,_sandy:0","Bardsley, Sandy",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3520,"elliott,_kelly_r.:0","Elliott, Kelly R.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3556,"flemming,_tracy_k.:0","Flemming, Tracy K.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3687,"spangler,_jewel_l.:0","Spangler, Jewel L.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3828,"maeda,_daryl_j.:0","Maeda, Daryl J.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
3832,"braun,_lindsay_frederick:0","Braun, Lindsay Frederick",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
3956,"boulware,_tyler_w.:0","Boulware, Tyler W.",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
4102,"munter,_cameron:0","Munter, Cameron",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
4172,"ditz,_toby_lee:0","Ditz, Toby Lee",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
4200,"smith,_shannon_lee:0","Smith, Shannon Lee",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
4308,"gordon,_jody_michael:0","Gordon, Jody Michael",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
4631,"manchester,_lynn_a.:0","Manchester, Lynn A.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
4794,"snyder,_kim_alan:0","Snyder, Kim Alan",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
4869,"fought,_leigh:0","Fought, Leigh",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
5073,"radovanovic,_connie_kovac:0","Radovanovic, Connie Kovac",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
5211,"murray,_gail_s.:0","Murray, Gail S.",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
5276,"cannon-brown,_willie:0","Cannon Brown, Willie",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
5432,"martin,_sandy_dwayne:0","Martin, Sandy Dwayne",,,female,5,mostly_female,4,mostly_female,4,1,1,0,,,
5764,"baun,_dylan:0","Baun, Dylan",,,male,1,mostly_male,2,mostly_male,2,1,1,0,,,
